id,label,tweet
6144,2,early bird catches the worm & 128074
6145,1,<username> <username> <username> <username> elissa is such a fake cunt
6146,1,i would never fight a nigga for vaginathats what hoes do lmao
6147,1,thats why i could always call smurf for anything my niggah always there even when im beefing w my baby
6148,1,no bitch i did not want to wear makeup
6149,0,<username> hit a bitch its not like you can see the bruises
6150,1,hey okrah just wake up already you already know bammy and moochie are in it for the commies stop with the racist whitey hate crap
6151,1,lets these hoes be hoes thats all we know
6152,2,rt <username> confused are lefties using the bridgeghazi hashtag to mock the bridge situation as frivolous or seriously equating the t & 8230
6153,1,<username> ima call his retarded ass
6154,1,thats the kind of bitch i hate fucking with
6155,2,jig levitating for lousiville
6156,1,rt <username> roses are red camo is green trick or treat bitches happy halloween merica
6157,2,im camera shy dont talk on phones and love when it rainif youn kno the life you wouldnt understand
6158,1,i would def call dwight a cradle robbing faggot if i were kobe
6159,2,jig levitating rt <username> samsung made fun of bendgate now the galaxy note 4 fails too <url> <url>
6160,1,not a cloud in sight too pretty to ho to work iwanttoplay
6161,2,rt <username> really this is whats concerning him right now mt <username> looking forwd to speaking with john kerry tomorrow am abo & 8230
6162,2,oh i forgot we lived in the ghettohoodrats
6163,2,at all my ritz crackers idk what to do with myself anymore
6164,1,rt <username> these hoes be twerkin for birkin poppin coochie for gucci bustin wide for that prada bendin over for louis
6165,1,& 8220 <username> & 8220 <username> <username> bitch i called yu back & 8221 the lies & 128564 & 8221 & 127797
6166,0,rt <username> sometimes i wanna upper cut this bitch but i dont know if shes special ed or not
6167,0,i wonder if that latino strategy is working <username> goper doubles down on wetbacks but backpedals on shoot on sight <url>
6168,1,gabby is such a hoe
6169,2,early bird get the worm
6170,2,i said middle school days as in the ghetto way people & 8212 and what i am nor here to impress you what are you go <url>
6171,1,rt <username> & 8220 <username> lastnight & 128582 & 127825 halloweencostume <url> hoe thats your work outfit
6172,1,okay ill stop being a bitch now maybe & 128514
6173,1,<username> 98 civic lx stick green with shitty paint on some beaner ass wheels with 180k miles no ac and no insurance hows that
6174,2,isis jihadis in australia shoot man in the face chanting & 8216isis will stay & 8217 <url> tcot pjnet
6175,1,these women aint shit but hoes w tricks babygirl you different & 10084 & 65039
6176,2,rt <username> deep fried oreos <url>
6177,1,rt <username> niggas be catching attitudes and expect a bitch to beg plenty of sorrys to figure out whats his problem no
6178,1,hahaha this dude on my timeline says bitch in every tweethahaha im rollin at some of them lol
6179,1,lmao if i catch u in tha field im blowin & 128299 & 128168 & 128299 & 128168 & 128299 & 128168 & 8220 <username> <username> shut yo bitch ass up opp lol & 8221
6180,0,<username> never followed him ignorant monkey
6181,2,<username> thuggery cheating talking trash whos doing that besides jameis and isnt nd in the middle of cheating issues
6182,2,<username> half jar of marmalade shaved monkey saran wrap mini horse give your best scene askkevin
6183,1,<username> bitch dont b a hypocrite
6184,2,rt <username> derek jeter leaves baseball as one of the greatest yankees ever via <username> <url>
6185,1,& 8220 <username> if a photographer doesnt have a back story on how he started he did it for pussy believethat & 8221 cantknockthahussle
6186,1,im thankful for dem big booty hoes doe realtalk
6187,1,why is this thirsty white basic ass bitch still talking to me gtfo
6188,0,need a bitch to drop it down for a niggah
6189,2,rt <username> naming my son caesar dawn of the apes is the absolute best movie ive ever seen in my entire life
6190,0,<username> the fuck r u talking about i told u once and am going to tell u against nigga i love white bitch gtf bro
6191,2,im going to dress up as trash for halloween oh wait i look like that everyday
6192,2,<username> his defense is trash and hes been rocked by jesus soto karass and diego chaves
6193,1,rt <username> tbt halloween 2011 a spoopy hoe and her pimp daddy <url>
6194,0,<username> i have never seen such ignorant illiterate pieces of shit in my life bring in natl guard & amp disperse this trash <username>
6195,1,bitches love good morning posts
6196,1,rt <username> ifshecantsuckthedickright slap it on her forehead the bitch needs a spankin discipline her ass & 128514 & 9995
6197,1,nigga yu bitch made & 127797 & 127797
6198,2,& 9733 @ & 9733 @ & 9733 @ & 9733 @ & 9733 grand opening & 9733 @ & 9733 @ & 9733 @ & 9733 @ & 9733 top class & 9733 oriental massage & 9733 perfect & 9733 <url>
6199,2,all trash rt <username> now thats a lot of stolen shoes <url>
6200,0,azmonsoon lot of rain too bad it wasnt enough to wash away the teabagger racist white trash in the state tcot teaparty azflooding
6201,1,if you was a bitch nigga in 2013 you still gona be a bitch nigga in 2014 & 128175 & 128175
6202,2,<username> why the eggplant emoji doey he say she looked like scream lmao
6203,1,rt <username> this shit is like 45 minutes away and its 1 am so clearly i am in desperate need of some pussy bruh so i pull up to this & 8230
6204,1,my brother thincc im playing he keep putting the ac on 60 fuccing wit me ill break it & amp we will all be in this bitch burning uuuup & 128293 & 128293
6205,1,<username> shut up bitch nigga
6206,1,pussy boy gone die a bitch
6207,2,i made sweet & amp spicy drunken noodles with handmade and handcut ho fun noodles with marinated chickenshrimp my back is hurting
6208,1,i got money and hoes money and hoes
6209,2,<username> <username> according to you my place is in kitchen excuse me while i take out the trash
6210,1,apologizing in advance for my actions im thee biggest bitch when im studying & 128522 & 128299
6211,2,i found a new way to chug you have to open your mouth alot shitallysays
6212,0,some lying ass hoes lol
6213,2,rt <username> last name sinner first name imma like ur pancakes in tha mornin he got u covered like aunt jemima
6214,1,swag bitch gratata <url>
6215,1,<username> <username> wtf you bitches seen this without me
6216,1,<username> lmaonigga talking like he bag bitches
6217,2,rt <username> have to go with the slant pass to your outside linebacker in that situation
6218,1,af rt <username> <username> <username> nah these hoes stupid
6219,1,<username> <username> shiddd add me i a turn that bitch up lmao
6220,0,<username> i hate that faggot he so corny
6221,2,<username> the bird has a hat so its hats on hats who can beat that
6222,0,<username> <username> <username> so why the fuck are still talking shit you acting like a pussy ass nigga
6223,1,bitch im the man thats right i said it bitch im the man dont you forget it & 128527
6224,2,rt <username> a girl tweeted you might be ghetto if u bring food from outside into the movies no u might be stupid if u pay 499 for a b & 8230
6225,2,theres a bird nest in my garage and so now when the birds fly out they poop on my car & 128529
6226,2,rt <username> whiteculture thinking weave is ratchet and ghetto while extensions are perfectly fine
6227,1,im happily taken tho & amp i aint cheating for none of you hoes
6228,0,rt <username> when niggas ask me where the hoes at <url>
6229,2,rt <username> & 8220daddy batman & 8217s parents are dead & 8221 & 8220yup & 8221 & 8220and superman & 8217s & 8221 & 8220yup & 8221 & 8220what am i going to be when you die & 8221 & 8220sad ho & 8230
6230,2,<username> <username> in with the go to air out with the bad air and wheres my next brownie
6231,2,1300 for the eggs sunny side nicca <username>
6232,2,rt <username> breakingnews streetart graffiti new mural by duo etamcru in rome italy morning breakfast coffee trash httpt & 8230
6233,2,<username> 61 % of welfaregovernment aid is claimed by white people so yall black slander is trash now
6234,1,all the hoes on loveandhiphop going to prom & 128514 & 128514 & 128514
6235,1,happy birthday little bitch boy <username> & 128522 & 127881 & 127882
6236,1,ill keep all comments to myself about tho ill just laugh about it with my nigs
6237,2,going up to the view point and seeing star child what the monkey
6238,2,rt <username> theres nothing hotter than a pale albino chick who can play guitar
6239,1,all these bitches love mosa sippin on the coca
6240,2,rt <username> me and <username> are in our yellow submarine rn & 127754
6241,1,<username> <username> <username> he called the kidd a pussy or something
6242,1,<username> in san diego niggah
6243,2,at a point where ive got to make a tough life decision ice black translucent sole or solid black sole on my kd vis blk or orange airbag
6244,1,t up bitch no chaser needed tsu hc2k14 <url>
6245,1,<username> yuhh im finna hit that hoe & 128513 & 128077
6246,1,& 8220 <username> these the kids that call you nigger on xbox <url>
6247,2,hick and raver is a venn diagram that has a very large intersection
6248,2,rt <username> if your girl didnt camp out overnight to buy you the iphone 6 your pee pee is trash
6249,2,<username> <username> he wasnt training gook boy doe
6250,2,<username> <username> sowhite people selling african art not cool okay blackish redskins doublestandard
6251,1,<username> <username> gotta be atleast 510 to call me a bitch lol
6252,1,ill quit being a bitch when you quit being a fake friend & 128077 & 9996 & 65039
6253,2,disturbing feeling pressure from isis fanboys al qaeda fanboys resort to celebrating 911 to reclaim their jihadi bona fides
6254,1,<username> i can turn yo bitch into a eaterrrrrrrrr
6255,1,rt <username> being loud ghetto & amp energetic aren & 8217t offensive things to me i own who i am & amp where i come from nothing to be ashamed of & 8230
6256,2,and another one & 8220 <username> two hoes rt <username> yall know what we are & 128514 & 128514 <url>
6257,0,<username> screw the ragheads
6258,1,leave it up to ronson to make my ass laugh when im heated fucking bitch
6259,1,rt <username> so i see no ones participating in the twitter purge pussies ihopeitssuposetobetonight
6260,0,our people now is the time for the aryan race 2 stand up and say no more before the mongerls turn the world into a ghetto slum 1488
6261,0,<username> it was paul mccartney faggot
6262,1,rt <username> <username> <username> one time me and this blind bitch was watching a movie
6263,2,rt <username> oreo speedwagon fatbands
6264,2,<username> ill scream from france for you tom iu iubb hoosiers creanandcrimson
6265,0,<username> nigga whos bitch u fucking cracker get your gay ass out my mentions
6266,2,rt <username> i cant wait to see the new planet of the apes
6267,2,i pictured angus running up the side of fob sharana with every day in afghanistan <username> <url>
6268,2,& 8220 <username> rape cannibalism you wont recognize the original versions of these fairy tales <url> man wtf
6269,2,rt <username> bruhhhhh i want some oreos and milk & 128553
6270,2,rt <username> it is shakespeares birthday take a look at some shakespearean trash talk <url>
6271,0,& 8220 <username> <username> shut the fuck up you fucking trash nigga work on another ring & 8221 <url>
6272,1,rt <username> feel like most people want you to commit and cut off all your hoes so they can relax and start being complacent
6273,0,<username> one less little nigger that would grow up into a big nigger
6274,1,rt <username> if ya bitch mad tell ha ill put ha own & 128176
6275,1,rt <username> being a hoe means fuckin a lot of people not talking to a lot of people yall mufuckas be having shit mixed up & 128530 & 9995 & 128175
6276,2,experience charlie married woman who loves hot phone sex with strangers can you get me off 27 <url>
6277,1,rt <username> when a bitch say i love you hit her wit the reverse psychology & amp say do you it work 70 % of the time cuh the other 30 % g & 8230
6278,1,<username> ok i just wanted to know bitch at 520 if youre not here im out
6279,1,<username> my niggah my niggah lol
6280,2,this bitch thincc she dress coding me & 9995 & 128514 & 128557
6281,2,when will joe stop telling pbo how to do his job you couldnt even keep a job in teabagger florida morningjoe
6282,2,gone bust it open for a real nicca & 128540 & 128540
6283,2,serious question here how many country songs mention honkey tonks
6284,1,<username> pussy
6285,0,devin hesters a bitch
6286,2,<username> happy birthday you dirty little bird & 128520 tear it up & 127867 & 127881 & 127880
6287,2,<username> i don & 8217t understand how it & 8217s weak to give anything to jeter when the astros barely have any history with the yankees
6288,1,you say no to ratchet pussy juicy j cant
6289,2,come home from work to bridesmaids twinkies and a bottle of wine bestroommateever <username>
6290,2,rt <username> to help eliminate faking injury & amp diving post game video review of dives & amp give divers yellow cards after game wor & 8230
6291,2,<username> yankees playing tonight in the bronx 3rd game of the current series against the diamondbacks
6292,2,<username> birds of a feather flock together <username>
6293,2,who wouldve known that jesusll come back to the ghetto on that level and that thorough like a black heroine
6294,2,<username> its idiotic opinions like this that make polls less than trash polls werent a problem when people with integrity were voting
6295,2,rt <username> & 127482 & 127480 fec may yank 1st amendment guards for drudge rest of internet <url> wiunion
6296,2,rt <username> if you honk your horn 4 seconds after the light turns green i will shut off my car lay on the hood and feed birds fo & 8230
6297,0,dyke bitches kill me thinkin they really got hoes lol
6298,2,<username> <username> take me for a ride & 128525 & 128139 <url> woof woof
6299,0,<username> ive been knowing fag
6300,1,rt <username> when you see bae retweet or mention some hoe <url>
6301,2,matai ngeli alu o polosi ho nifo
6302,2,rt <username> wow such banana so potassium much yellow <url>
6303,1,greatwhiteprivilege straight people are like & 8220can we all just be nice to each other & 8221 and queer people are <url>
6304,2,<username> the early bearded man gets the clam herkfacts
6305,2,<username> hi charlie have a great day
6306,1,rt <username> glizzygang bitch
6307,2,rt <username> fox news mocks victim of ray rice elevator assault & 8216i think the message is take the stairs & 8217 <url> ht & 8230
6308,1,ill start at the butt and work my way to the pussy
6309,2,i need like 43 fuzzy blankets to sleep & 128525 & 128139
6310,2,<username> dude remember this wop video <username> <url> omg where did you find that
6311,2,i took 2 rebel vs yankee tests 40 questions accents word usage and scored a total % of 475 % rebel vs 525 % yankee in southern pa
6312,2,rt <username> <username> if you give that statement any thought at all you will realize it makes no sense at all please think abo & 8230
6313,1,rt <username> bitches twerk to anything rock countrythese bitches a twerk to gospel to take me to the king & 128553 & 128553
6314,1,i absolutely love my shanti regardless what we go through thats my bitch
6315,2,& 8220 <username> thats my fav part on take care & 8221whole album trash
6316,1,rt <username> <username> ugh i fuckin hate when this bitch dont answer my calls ewwwwwww <username> ugh i hate her ass & 8230
6317,1,rt <username> when a bitch twerking on you in the club and you peep the change in her pocket <url>
6318,2,twitters little blue birds name is larry after celtics isu larry bird stick ticker is $ twtr
6319,2,rt <username> salute to derek jetter best yankee ever
6320,2,rt <username> i hope the yankees game doesnt get rained out tonight its going to be a special atmosphere and game jeter deser & 8230
6321,2,& 8220 <username> yankees will never have someone wear a single digit uniform again after this season & 8221 wow shows that is an epic organization
6322,0,my doctor tonight is such a miserable cunt even my nurse is pissed off shes been here since 7pm and hasnt come to see me once
6323,1,<username> if you hate men so much why you trying to look like one stupid little cunt
6324,2,rt <username> hot 97 trash
6325,0,& 8220 <username> you aint special niglet rt <username> when im chilling wit greg ppl walk up to me to ask me to take pics & 8221hatin
6326,1,told da nicca str 8 up to his face whateva he got goin on i want inguess he felt some type of way bout it
6327,2,rt <username> i dont like the weather right now its scaring me lol why is it yellow
6328,1,lock 5 fat bitches in 1 room for 5 days with just 5 mcdoubles now thats hunger games
6329,2,guess rubes doesnt want to go on a date with me & 128532
6330,2,your teeth are like the stars aww thanks yeah yellow and far away from each other
6331,1,rt <username> fuck me or ill make you feel bad about it but if you fuck other guys ill call you a hoe and if you fuck me ill thi & 8230
6332,1,before the madness with my single bitches & 128527 <url>
6333,2,<username> thank you again mick
6334,0,good mernin faggots <url>
6335,2,my nig kkeldalegend took me out for some more of that good old new orleans soul food <url>
6336,2,tomorrows agenda bake brownies & amp visit a couple open house
6337,2,<username> oh me too pain meds just made my brain fuzzy and though banjo kazooie for a sec
6338,2,legion of jig & 128557 & 128557 & 128557
6339,1,rt <username> sick of bitches bitching about other bitches
6340,2,<username> <username> please stay safe you guys i love you so much i hoe to one day meet you guys happy halloween
6341,1,most hated but the hoes favorite 2mw sevenone <url>
6342,2,i thought she was albino tho & 128563
6343,1,<username> <username> was about to fly to portugal & amp open a can of whoopass since they started to zoom out during still run this bitch
6344,0,some niggas save hoes
6345,1,them hoes gone be called strvp
6346,2,i want some monkey bread & 128553 & 128588
6347,1,<username> in dc we call them rollers in chiraq we call them thots all across america they have been known as a hoe
6348,2,now time to find the monkey term scripts
6349,0,i forgot how white trash texarkana was well it is arkansas so & 128514
6350,2,rt <username> illegals bringing diseases across border contagious patients separated from others by yellow tape pregnant teens http & 8230
6351,2,<username> or as i like to put it looking through race colored glasses <username>
6352,2,cant decide if i should wear my yellow rain boots for the purposes of being all black & amp yellow errrrything
6353,2,yankees shouldnt rely on the long ball in the playoffs yankees mlb
6354,0,i didnt forsake all other bitches for my wife to be getting fucked on by another nigga and you know she married you gotta die
6355,1,dont put too much effort into these bitches if you aint gettin none back give them exactly what they give you
6356,1,send that bitch a smiley face bitches love smiley faces
6357,1,rt <username> mckean mckean lol hate half the people there lol weird ass hoes lol corny ass food i still kill that shit doe
6358,1,rt <username> lol i have an obsession with smell goods candlesplug insspraythe smelly good wax thingyspussy
6359,2,rt <username> remember in 2001 when the yankees were in boston and the crowd was cheering usa instead of yankees suck i love baseba & 8230
6360,1,that bit donovan got dvds droppin and all <username> i see ya lha bitch
6361,1,sometimes females are just fucking retarded bro i swear i just want to kick yall in the ovaries
6362,0,& 8220 <username> shoot that nigga and his shorty bitch & 128299 & 128514 & 8221 & 8252 & 65039 & 8252 & 65039
6363,1,roll that weed bitch shake that ass hoe
6364,2,rt <username> & 8220 <username> big bird has spoken & 128514 <url> i was weak then i & 128128
6365,1,girl you eating more pussy then me girl you should have been a nigga
6366,1,bitches already twerkin on cinegram this shit may jus be better than instagram
6367,1,where r the fun twins at <username> im trying to lick cheeto dust and coleslaw off your nips
6368,2,the devil wears charlie by revlon lesserfilms
6369,1,too many bitches not enough adults
6370,2,they say our state bird is rarei literally see one at least once a day
6371,1,rt <username> i said thin mints bitch <url>
6372,2,i wept when thurmanmunson died and i weep 35 years later captain yankees
6373,2,just saw the words tinker tailor soldier spy and muttered no aloud <username> <username>
6374,2,the kfan mock draft continues cleveland is on the clock paul allen has the vikings 8th pick i am going with def back justin gilbert
6375,2,well good morning early birds t minus 47 mins until thee clock out then breakfast shower rub one and sleep
6376,1,rt <username> instagram the only place you can find thirsty hoes and connects at the same time <url>
6377,2,rubs hands like bird man
6378,1,hoes will be hoes monday saturday & amp starting again sunday after church services
6379,1,<username> lol i dont got nothin against nobody witta man im just sayin summa these hoes be lyingggggg
6380,2,they have a clumsy bird too lol what is life
6381,2,brass monkey dat funky monkey <url>
6382,0,only word i can understand on blackjesus is nigger heavily disappointed in this show aaronmacgruder stuff blows imo
6383,2,rt <username> its unattractive when girls act ghetto
6384,1,<username> lmao & 9995 excuse me bitchi am not soundcloud
6385,2,rt <username> since 1914 derek jeter & 8217s 91 multihit games vs <username> are 4th most among <username> behind gehrig & 8217s 121 ruth & 8217s 99 an & 8230
6386,2,i dont understand rich people who dress like trash
6387,1,<username> yooo i was thinking bout that the other day lol you only really speaking of one person my niggah
6388,2,rt <username> rt <username> carrot cake is trash too sweet <url>
6389,0,pure trash <url>
6390,2,does it bother anyone else that the planet of the apes timeline makes no sense
6391,2,<username> ling ling krunkchip
6392,0,<username> sit down and stfu raghead <username> <username>
6393,0,you got me faggot
6394,2,<username> great gif got a source url for <username>
6395,2,rt <username> video <username> on talking trash while facing <username> during today & 8217s scrimmage & 8211 <url> <url>
6396,1,rt <username> porn star is fancy talk for professional hoe
6397,0,niggasbitches cheat cause mfs always think they gettin played
6398,2,i got a uncle through marriage dude got hips like big momma i swear all the lil kids mock his walk and he dont even know it
6399,2,gotta bad red bone that look something like ashanti
6400,0,you a pussy ass nigga and i know it nigga
6401,0,<username> a faggot that needs to grow up
6402,0,<username> faggot sack
6403,2,there is this yellow thing in the sky i dont know what to make of it
6404,2,its karaoke night baby hi ho hi ho its off to sing i go with a voice that sounds like sandpaper hi ho hi ho
6405,1,<username> self low down black bitch
6406,2,my goal for soccer this year is to get a yellow card every game
6407,2,rt <username> coach k says players wont need motivation to get back on track following paul georges injury rather theyll play to ho & 8230
6408,1,rt <username> <username> when im 18 them bitches getting erased & 128588
6409,2,figure all da ofay like to see my family pitcher <url>
6410,0,<username> <username> fucking gay faggot look at that gay ass pink shirt haha
6411,2,rt <username> im having a date at yankee field then getting kiss cam bucketlist
6412,2,rt <username> rt <username> ok im watching mook vs luxneither of them was good but mook won 30 this wasnt close to me vs hitm & 8230
6413,2,<username> you make me feel all warm and fuzzy inside & 128522 youcansitwithus
6414,1,runnin so much game i fuck around & amp lap a bitch
6415,2,fairy tale world lmao
6416,2,morning terror read 99 % of the oceans trash is gone and no one knows where it went & 8594 <url>
6417,2,rt <username> worst tweet ever pr pro manages to sound racist mock aids in a single tweet <url>
6418,0,twitter is for fags
6419,2,welcome to the family mia meli new puppy adorable cute fluffy mutt mybaby girl <url>
6420,1,<username> bitch i have a phone stfu talking dont worry about me just make sure you show up
6421,1,pornandroidiphoneipadsexxxx hairy hairy florence shoves a dildo in her hairy red pussy <url>
6422,1,rt <username> some of yall hoes thighs be so thick and cant even walk yankee food
6423,1,& 8220 <username> <username> its too early dont annoy me & 8221 & 128563 dont come back from ya fun filled weekend and give me attitude hoe
6424,2,photo rest in peace to these bad boys some bad advise made me let some old asian dude re glue the sole <url>
6425,2,i want some monkey bread
6426,1,yo can you guys stop being little bitches just know everything happens for a reason of your meant to be you will be & 128079
6427,2,rt <username> <username> parent in phoenix says administrators made her son wear pink fairy wings on first day of high school http & 8230
6428,2,rt <username> wen u look liek trash n sum 1 complimentz u <url>
6429,2,thursdays really been trash this season <username>
6430,2,trash night tonight i can already hear the sound of americas thriving economic sector out on the street four wheels one of them wobbles
6431,1,he said soul patch bitch lmaoooo
6432,2,<username> <username> <username> unexplainable
6433,0,i hate all these industry fags i hope they all get the nigerian summer flu
6434,2,offensive line is trash
6435,1,rt <username> respect the man with vision and a gang of bitches to follow it
6436,0,<username> is the biggest faggot in the world
6437,1,<username> nigga byeeeee lmfao ill be dammed if a fag stole my girl
6438,1,rt <username> let me tell u funky bitches bout a pimp name c i aint payin for no pussy and my dick aint free
6439,1,rt <username> chris brown reached maximum level of icy with this hoe <url>
6440,0,& 8220 <username> this is awkward u fag <username> <username> <url> wonder whos awesome tank that is & 128522
6441,2,traffic in the gables & lt & lt & lt & lt & lt & lt & lt & lt
6442,2,shes just mad cuz her big toe looks like an angry bird haha
6443,1,<username> she like imma stop talking to you because you vibing in them headphonestalk to me and come get this pussy in other words
6444,2,<username> ashley young has tried to deny that bird s landed in his mouth & gt <url> <url> hahaha
6445,0,<username> she be what we say in da hood white trash
6446,2,rt <username> which world cup teams are jihadis rooting for <url> <username> <username> <url>
6447,2,<username> penske runs the 22 in nascar its yellow theres a sponsor already there wouldmakealottasense
6448,2,<username> yeah one called me a race traitor lol
6449,2,or dont vote for the cripple amirite bigot mt <username> vote votewendydavis for governor of texas <url>
6450,2,rt <username> come on yankees lets keep this game going we must win & 9918 & 65039 & 9918 & 65039 & 9918 & 65039
6451,1,murda mook rip to that shit
6452,1,<username> dgaf hoe
6453,1,i take a bitch home give her long dick
6454,2,golden oreos are the best
6455,1,this bitch keep looking is she choosing me or nah
6456,1,after watching the desolation of smaug i have come to the conclusion that bilbo made all other hobbits look like bitches in lotr
6457,1,i love you my nigguh but your a grown ass man <url>
6458,2,brownies for my brownie i love this movie & 128517
6459,1,i just wanna fuck bad bitches
6460,2,rt <username> gasoline daddy yankee & 128175 & 128076
6461,2,& 9733 @ & 9733 @ & 9733 @ & 9733 @ & 9733 grand opening & 9733 @ & 9733 @ & 9733 @ & 9733 @ & 9733 top class & 9733 oriental massage & 9733 perfect & 9733 <url>
6462,2,just found out <username> has an australian president hoosiers are my team hoosierstate indiana iu iubb big 10 202 tonight
6463,1,<username> youre a bitch lol
6464,1,lmaoo i shouldve seen that coming rt <username> <username> fat bitches need love to craig
6465,2,ahahahhping pang pow how u like me now shouts out 2 my bro dre hogg style ent uza fool 4 dis 1
6466,1,these side bitches winning son
6467,1,im not broke & 128080 & 128581 & 128078 & 128164 bitch im blessed & 128588 & 128591 & 128591 & 128077 & 128077 & 128076 & 9996 & 65039 & 128175
6468,2,rt <username> nov 222012 thanksgiving dinner 200pm proof on main a day being preoccupied with a giant bird in your http
6469,1,& 8220 <username> & 8220 <username> nasty pay the bills bitch & 128540 & 8221 & 128524 & 128524 & 8221 & 128514 & 128514 & 128514
6470,2,rt <username> the best way to make a hillbilly do something is to tell him he cant do it
6471,1,<username> can pornhub just get a gaming stream feature so these dumb bitches can gtfo <username> get on it katie & lt3
6472,1,<username> bitch i asked you a question
6473,2,rt <username> top tip of the day if you want to be inconspicuous at an elbow gig dont wear a yellow jacket <url>
6474,2,aint no love in the ghetto & 128148
6475,2,twitter is trash
6476,1,<username> i only punch real niggas in the face cause a pussy nigga is gonna punch me right back strong mush or shake
6477,2,fine ill settle for an oreo milkshake
6478,2,rt <username> mila kunis has heterochromia iridum which gives her two different colored eyes one eye is green the other is brown
6479,2,<username> <username> <username> now jimmy want to talk trash wouldve shouldve couldve now chris stop talking and spitting
6480,2,not allowed to play flappy bird around grandma because she swears at me to stop swearing lol
6481,2,rt <username> actor charlie sheen once bought 2600 seats at an angels baseball game in hopes of catching a home run ball
6482,0,rt <username> yay for america & amp israel we put in more jew hating muslim trash into our government pathetic & amp sickening
6483,2,this is why i love birds <url>
6484,1,i should be in jail its a crime hoe i kill these beats
6485,2,freezing my nips off out here
6486,1,i had to unfollow some crazy asian bitch earlier lol i dont play
6487,2,<username> read wo slant your orig statement said everything we havethat is the only extreme comment made
6488,1,<username> i would dead upper cut that bitch
6489,1,hahahaha manziel is a faggot and the browns will ruin him win win for me
6490,2,rt <username> how much coke did charlie sheen do enough to kill two and a half men i guess
6491,0,scandal a negro bed wenchs fairytale and propaganda <url> via <username> a must see for hebrew daughters of zion
6492,1,rt <username> <username> <username> bitch we could have went to als but noooooooo & 128545 & 128545 & 127849 & 127849 & 127849 & 127849 & 127849 & 127849 & 127849 & 127849 & 127849 & 127849 & 127849 & 127849 & 127849 & 127849 & 127849 & 127849 & 128053
6493,1,you really cant be too nice to bitches thats the easiest way to get cheated on
6494,2,rt <username> now go take out the trash & 8220 <username> today i was outnumbered but thankfully not dismembered thanks ladies <url>
6495,0,i knows yall white folk only be playin wit me i colored and i knows my place
6496,1,poor leohe cant help havin resting bitch face i feel ya home skillet biscuit
6497,0,<username> <username> <username> man bitch am not gonna do a damn thang if u dont like what i got to say then unfollow me
6498,2,charlie daniels couldve done a better job mnf
6499,0,<username> <username> is an evil hate whitey racist who thinks delbert belton deserved it <username> <username> <username>
6500,2,i rather watch the oak cliff redskins and oak cliff comets play hell
6501,2,<username> so you about to purpose to charlie
6502,2,<username> on that 4th down incompletion both the slants looked like better options shame but there & 8217s a youth & amp lack of trust going on
6503,1,rt <username> hairy pussy bitch you the type that got herps
6504,0,<username> thats not bias its an objective fact that philly fans are cunts
6505,0,rt <username> hate fags the answers yes
6506,1,maury is funny sometimes but the ratchet hoes on there need to get knocked the fuck out
6507,1,omg this movie schooldance is str 8 up retarded lil duval actually taller den kevin hart n mikepps is a dayum principal
6508,1,eli manning looks like a idiot when hes talking to the guys on the sideline with his hands up like retarded af
6509,2,<username> asains had to take the wu tang clan the draft was suppose to be for half breed like me and <username> fallinginthedraft
6510,1,<username> u a bitch in niggas clothing shut yo ass up & 128514 & 128514 & 128514 & 128514 & 128514
6511,0,damn you whitey youll get a kick out of the newest form of white privilege <url>
6512,0,you state it gook
6513,1,rt <username> you get drunk with a bitch and u try and grab her ass she get all offended well excuse me bitch i thought u were a hoe
6514,1,bitch ass nigga
6515,1,<username> <username> james nobody save a couple illiterate inbred teabagger morons gives a flying fuck about your revelations
6516,1,& 8220 <username> quote this with a weezy verse & 8221 youre like a bitch with no ass you aint got shit
6517,0,<username> <username> chill ur pussy gay af
6518,1,photo my mains <username> <username> yessssss ladykimora turntup vegas bitches & 128525 & 128525 <url>
6519,2,stephan a smith saying jay cutlers shouldnt be a mvp candidate is just straight up retarded
6520,2,tracy morgans car wreck and the press was covered by zappa in the 60ssome joker with a brownie and yell see it all complete
6521,0,rt <username> <username> <username> so tony i think yr a rude little cunt and too too young to even know what real rock and rol & 8230
6522,0,rt <username> & 8220 <username> <username> youre a faggot & 8221youre a texas fan
6523,1,rt <username> your girls hoe friends gonna gas her to cheat on you a tall nigga with abs start stroking on her in the club & amp they & 8230
6524,1,<username> ayyyyyyeeeeee my nigga back in the bitch
6525,1,rt <username> dese hoes be ugly af talking bout if i wanted yo boyfriend i could have him bitch you look like a boyfriend & 128514 & 128514
6526,0,<username> fuckin muzzie cunts should all be deported savages
6527,2,<username> trash what <url>
6528,1,rt <username> when you see a bitch nigga subtweet you <url>
6529,2,rt <username> beautiful smiles and colored eyes & 128525
6530,1,i dont put nothing pass nobody when it comes money n pussy
6531,2,rt <username> & 8220 <username> rand paul mocks clinton with hillaryslosers pics with failed candidates <url> httpt & 8230
6532,2,zack still questions my love for oreos lol
6533,1,rt <username> nigga can & 8217t even feel up on a bitch in a pic without the girl u fuckin getting mad smh
6534,2,<username> <username> <username> mr and mrs trash
6535,1,lmao rt <username> tu madre rt <username> nacho doritos trash
6536,1,<username> cunt
6537,2,<username> <username> all that trash talk and we win championships youre boring me dude nationalchamps
6538,1,rt <username> drink some bleach bitch <username> if it was you youda done the same thing teamzimmerman
6539,1,rt <username> for all those watching that so raven look at this negro now lol & 128514 & 128514 & 128553 & 128553 <url>
