id,label,tweet
2499,0,spics are half breed trash no filthy native should be allowed to speak to any european
2500,0,ion care fuck that hoe & 9996 & 65039
2501,0,<username> so basically you like the background music fag
2502,2,rt <username> i guess my confessions trash because none of them got posted famu
2503,0,fuck mlk & 8220 <username> & 8220 <username> why does lexii keep favoriting my coon tweets & 8221 mlk didnt die for this & 8221
2504,0,<username> i see a picture of you smoking such a man of god disgraceful nig you sir are an embarrassment
2505,2,<username> its showing fairy blocked me <username> <username> <username> <username> <username> <username>
2506,0,trust me when i say that jesuschrist would be killing faggots if he came back to life in todays day and age & gt spartacus rome
2507,0,<username> yea i forgot i was talkin to a degenerate faggot
2508,1,i will eat these hoes alive & 128175 & 128175 & 128175 & 128567 <url>
2509,1,<username> <username> dont get it twisted said aint playin ny state of mind when bitches is around clicks link
2510,0,<username> i dont follow you because everything about your company is white trash
2511,1,hoes in my iphone
2512,1,no saving hoes
2513,1,wellis he gonna take da bitch or naw
2514,1,my brother doesnt know what american horror story is & 128514 bitch you lame ass fuck
2515,0,fucking christ i hate tutors and tas you literally get paid to teach retards to stop picking their nose get the fuck outta my face
2516,0,<username> is a fag hesgay
2517,1,halloween is a hoe holiday
2518,2,<username> asains had to take the wu tang clan the draft was suppose to be for half breed like me and <username> fallinginthedraft
2519,2,i dont blame crash for not sharing with you <username> youll probably talk trash about it like you do food trucks geoffhatespuppies
2520,2,<username> and you know best about the bird moves
2521,0,<username> bitch was i talking to u stfu and get off my page oh bitch nigga u bout that life
2522,0,<username> aw drake is do you sit in the corner and cry when you listen to him lmfao pussy dick rider how drakes cock taste faggot
2523,0,<username> one less little nigger that would grow up into a big nigger
2524,0,im starting to not like meek this nig a lil to arrogant for me
2525,1,& amp these bitches bound to get hurt cause a lot of these niggas be playing
2526,0,you have my word we will rt <username> <username> beat those fucking faggots pls
2527,2,always thought golden oreos were the same as original oreos but oh my god i just climaxed
2528,1,i can taste loud n pussy on my tongue & 128541
2529,0,<username> oh but i am and my grades say other wise so u can stfu and get off my twitter or u can box simple ass that pussy boy
2530,0,<username> bitch shut the fuck up goddam your a slut bitch whore nigga
2531,2,<username> pearl jam yellow ledbetter & gt
2532,2,many people claiming slippery slope is now absolute are same ones who said slippery slope is an argument for the paranoid delusional tcot
2533,1,rt <username> niggas be like & 128663___ & 128659 fuck there go the 5o __ & 128663___ & 128659__ be cool son ___ & 128663 & 128659___ man fuck ___ & 128659___ & 128663___ bitch as & 8230
2534,1,shoutout to my exit 47 niccas salute
2535,0,almost got to see a white boy get beat around today but he ran like a bitch
2536,2,the rick scottcharlie crist ads have been running nearly nonstop in florida for the past week and they are getting even worse
2537,0,<username> studies show that youre a faggot
2538,2,<username> blaxican
2539,2,rt <username> 6000 peopleday now being deported from warsaw ghetto packed into cattle cars for rail trip to treblinka death camp htt & 8230
2540,0,rt <username> green azz niggas & amp yall new bitches condone dat sucka activity dat why they keep doin it
2541,1,i aint even know white girls had good pussy like dat eitha lbvs they winnin too
2542,2,oops i just had a freudian slit
2543,0,<username> <username> <username> shut up fag
2544,2,cont also provide colored stickers to place on the nametags so that members can indicate their preferred pronouns
2545,0,<username> this is retarded
2546,1,i think i just gotta accept the fact that all these bitches gonna be hoes til they around the age of 27 and life will be a lot easier
2547,0,& 8220 <username> if u ask me every bitch gay & 8221or bi
2548,1,<username> <username> oh its coming up little bitch and the us has no veto over it itll be a thrill to watch
2549,1,rt <username> kevin love out here bein a hoe just let the world know u gonna be a laker 2015 season dawg
2550,0,bitches be like im mixed wit italian chinese nd african american i be like bitch just cuz you ate ur & 8230 <url>
2551,0,rt <username> <username> man some lame niggah when i find him im unfollowing tf out his ass
2552,0,<username> randies are fags
2553,0,rt <username> & 8220 <username> i hate that hoe already & 128514 & 128128 <url> & 128514 & 128514 & 128514 this shit cracks me up
2554,2,rt <username> lifelong yankee fan puts aside rooting interest and returns lost red sox world series ring to rightful owner <url>
2555,0,omg rt <username> fat bitch whats her @ <url>
2556,2,selling ex lax brownies in front of meijer to pregnant women gooddeed
2557,2,im in my bed like half asleep and stuff but i really want that oreo coffee coolatta
2558,0,rt <username> all these bitches & amp niggaz with they imaginary haters
2559,1,yous a bitch ass nigga & 8220 <username> rt i push the tape bac till around labor day weekend turn up300 & 8221
2560,0,brady heard yall say he was washed now he washing the league on you hoe ass niggas
2561,1,if i was stranded on a desert island and i could only bring 1 thing i would bring dora that hoe has everything in that backpack
2562,1,only bitches talk shit
2563,2,rt <username> the trash generation
2564,1,naw bitch you goin against a monster lol lyrical maniac
2565,0,happppppy birthdayyyy & 1041191 & 1041196 & 1043215 lol niggahs is really 21 in this bitch & 1043358 & 1041219 <url>
2566,0,this girl is retarded
2567,1,& 8220 <username> & 8220 <username> i just want panda express & 8221 panera & 8221 big booty hoe & 128514 & 128514 & 128514 & 128514
2568,2,rt <username> pnd vocals so trash lmao
2569,2,i see ya big boi in the oreo vs
2570,0,rt <username> ill break a bitch down like the pussy she is
2571,2,rt <username> ran outside mullet flowin nips shown shotgunned a cold one and yelled saturday welcome back you sexy beast mer & 8230
2572,1,you too old to be on twitter crying like a bitch
2573,1,<username> lmao & 9995 excuse me bitchi am not soundcloud
2574,0,<username> leave you beaner retard
2575,1,rt <username> stop being a little bitch and fuckherrightinthepussy
2576,1,rt <username> ion like bitches that do slick shit just be straight up nd let me know wassup & 128129 & 128175
2577,2,versace bird feeder
2578,1,<username> mmmm sure dont seem like it lmfao but yess ill be that bitch now are you done
2579,0,rt <username> fucking james tried to tell me jawga boys sucked i went ape shit dude <username> <username> <username>
2580,1,have you ever thought a bitch was wet as fuck but woke up the next morning & amp realized that she was just on her period
2581,2,escort missions in games are universally trash
2582,0,i need to chat with <username> where dat nicca at lol
2583,0,<username> alright fag
2584,2,cuz if its trash im bashing it at saying he need to go back to jail
2585,1,lol lebron a bitch now that basketball is back say goodbye to sports center its lebron center now
2586,2,<username> <username> by trash i meant u lmaooo
2587,2,guess ill have to add robin williams right next to charlie chaplin now adam sandler remains my only favorite comedian left
2588,2,rt <username> allen west & amp the slippery slope of obamas constitutional contempt <url> pjnet ccot
2589,2,darkies dgaf rt <username> <username> gotta chill wit his yellow 4thofjulyfly outfit man rt <username> <url>
2590,2,<username> <username> daggone it twins kick it up a notch time to beat the yankees
2591,1,<username> shins a faggot im glad your chipped him
2592,2,penn state tryna slant and screen all the way down the field lol
2593,0,<username> <username> chill ur pussy gay af
2594,1,rt <username> bitch took flight & 128557 <url>
2595,0,punk ass broke faggots
2596,1,pistols and bad bitches hustlers and bad business
2597,0,black cops want to kill white citizens spic cops want to kill anglo citizens zigeuner cops are all rapists
2598,1,you a hoe
2599,1,im a bad bitch
2600,2,rt <username> this talking eggplant skurred af <url>
2601,0,im so sick of u niggers
2602,0,so i decided to drive to the good walmart where the colored folks dont go bc its food here
2603,0,whoever had mr ramlogan for uwi business law tho racist mudda cunt
2604,0,& 8220 <username> <username> <username> damn they got wifey & 128561 & 128561 & 128534 & 128534 & 128555 & 128553 & 128553 & 128553 & 8221 fall back nigga & 128299 i dont share my hoes
2605,2,<username> thank you dawn i see our state bird graces your avatar
2606,2,after the steelers lost the superbowl i loaded up the black and yellow gmix on my moms computer i think the youtube page is still open
2607,0,<username> fuck miley tranny looking now damn ass nigga
2608,0,if yer gonna continue to be a contrarian bitch go die then ive no time for such trifling
2609,0,ugly fucking nigger baby thought it was a gorilla at first 1488 <url>
2610,2,rt <username> one mans trash is another mans treasureperfectly explains strippers with daddy issues
2611,2,nike dc is trash
2612,2,rt <username> british jihadi mother who wants to be first female executioner is mi6s most wanted <url>
2613,2,<username> just ate a wees brownie and is seeing random cats
2614,1,rt <username> bruh every time a famous celebrity tweet something the 1st person to comment is some hoe talkin bout slap ya dick on me d & 8230
2615,0,<username> <username> you call someone a faggot and then say to kill themselves you are a pathetic human being a fucking disgrace
2616,0,<username> ur not sassy white trash change ur username
2617,1,i love when my friends let me use their phones to stalk the bitch that blocked me on facebook
2618,1,doing her thang for you shoutout that real bitch
2619,1,just got done biking with my dyke
2620,2,<username> either way both schools are trash & 128521
2621,2,<username> i be wishin you was local i takes you to da yankee game and spoil you
2622,0,on upenn campus all the black chicks here are trash but theyre gonna be paid
2623,1,<username> <username> i blocked that annoying ass sand nigger claims to not be biased but yet no one can say anything about khan
2624,0,they slut for me they kill for me they steal for me and of course itll be yo cash and ill murder that bitch send the body back to yo ass
2625,2,my grandma threw out all of my raps ones i made from 7th grade to now im literally crying thats all my work in the trash & 128530 & 128532 & 128547 & 128546 & 128557 & 128560 & 128545 & 128548 & 128544 & 128127 & 128122 & 128589
2626,0,<username> shit ill pay the premium to get away from these anything ass hoes
2627,0,<username> faggot
2628,0,whats worse than ebola the fing retards trying to make it a race issue al sharpton has caused more american death than ebola
2629,1,rt <username> p & 8217s up hoes down if ya bitch can & 8217t swim then tha hoe gone drown
2630,0,stupid white people making my posts relevant to they own life stupid cousintoucher honkie whitetrash blonde
2631,0,<username> jk id fuck a dog before i fuck you fish pussy
2632,0,and the jew <username> favorited my tweet though lol dont have anymore time for this trash
2633,2,norwalk ghetto af lol all of a sudden everyone a dodger and raider fan
2634,0,people get more and more retarded everyday
2635,0,rt <username> a real nigga gone teach his bitch the game not run it on her & 128582 & 128130 & 128520
2636,1,rt <username> any girl that talk about sex on social media is a hoe
2637,2,cheezits honey bbq lays oreos and a monstrous glass of 2 % right now im the skinnyfat poster boy
2638,1,old lady went to pay and reached all the way over my plate hate eating on bar countertops stupid white bitch
2639,2,rt <username> how do people not realize the jig
2640,1,rt <username> black girls hoes cause they fuck niggas for money revenge and dumb shit like that
2641,2,rt <username> the nfl is very equal this season everybody showed glimpses of being trash
2642,0,<username> nigger
2643,0,<username> stfu u ugly dyke
2644,0,everybodys favorite phrase to try and end an argument you do you and i do me lmao faggots
2645,0,bitch youre the ugliest cunt ever
2646,1,rt <username> when im pissed i either go merit scholar and use big words or i go ghetto fabulous and talk like im trashy either way i & 8230
2647,0,that fucking slutty beaner
2648,1,no flex zone hoe
2649,0,<username> <username> just like when i call someone a nigger its not because theyre black its about how they act like a nigger
2650,0,<username> guys not supposed to get their ass sucked queer
2651,2,rt <username> a 17 year old girl once struck out babe ruth and lou gehrig back to back and was banned from baseball for it yankees & 8230
2652,1,<username> <username> & lt & lt whered you go big mouth bitch busy choking on that cock i told you to find
2653,0,so many bitches in one sentence fixitjesus
2654,2,momma said no pussy cats inside my doghouse
2655,2,guess i will mess with it later not sure what else to do maybe trash it lol not yet maybe after i when the lottery
2656,2,my mom didnt buy me oreos she doesnt love me
2657,0,oh well hes a fag anyways
2658,0,<username> may i jump in u ballless dickwad as a conservative feminist disabled vet bitch i wish u luck with a capital f <username>
2659,1,<username> the fuck das wat bitches wit uh fuckd up mouf do & 128514 & 128514
2660,1,rt <username> these bitches aint shit & amp pussy is my greatest vice i love smokin weed i hate advice
2661,0,this white bitch had the fuckin nerve to call me a nigga & 128078 when shes the one payin for her lips to get bigga & 128514 & 128564
2662,1,rt <username> these hoes aint loyal
2663,1,& 8220 <username> & 8220 <username> a bitch couldnt pay me to get dem pregnant again & 128588 & 8221 & 128514 & 128514 & 128514 & 128514 & 128514 & 8221fr fam ion see how niccas out here poppin kids out
2664,1,here we go this fat bitch started talking and now will never stop
2665,0,rt <username> dead & 128128 & 8220 <username> & 128553 rt <username> when ur fuckin and her pussy stank but u have really good friends ht & 8230
2666,0,so niggers really believe phelps just smokin on a regular huh tell me now & amp ill log off for the night
2667,1,when bitches know they feeling stupid they keep there sentences short
2668,2,sheehey back door cuts still go un guarded iu hoosierhoops hoosiers
2669,2,so to my mom came home to tacos and brownies & 9786 & 65039 & 128523
2670,0,<username> whooooo chelsey fuck her lol she juss a bitch
2671,1,<username> bitches hold they nigga down when he get locked up but if a nigga go to college or the military its a different story & 128564
2672,2,<username> stockboyeveryone mocks you
2673,2,zack still questions my love for oreos lol
2674,1,rt <username> walk like a big bitch now
2675,0,rt <username> who wants to chill on campus w me & amp throw bibles at bitches taking the walk of shame & 10067 & 10068
2676,0,its unbelievable to me that there are americans who refused to kill the okies that means all americans weak willed trash
2677,0,yea alright redneck white trash <username> stupid niggers hollering out their car going down the road trying to hit on me fuck yall
2678,1,look at that bitch right there right there hannnnnn
2679,1,<username> bitches need guidance lol
2680,0,<username> <username> <username> best believe we aint no christian slave brainwash black spooks miss white man unlike yoself she devil
2681,1,rt <username> yall so quick to say people worship celebrities bitch i love beyonc & 233 her talent her legacy and what she stands for & 8230
2682,2,<username> <username> copy my tweet again you ginzo
2683,0,look at this little faggot <username> tell her shes beautiful as much as you can itll make her smile
2684,1,gators bitches best be usin jimmys
2685,1,why 2 dudes would wanna fuck the same bitch at the same time is far beyond me
2686,1,bad asian bitch yea she look just like kemora
2687,2,<username> i didnt make to any games last season just looked it up astros open up with the yankees 1st of april
2688,2,sweet yellow bone thang i call her honey mustard <url>
2689,0,fuck boi fag
2690,2,<username> aka he wanna keep you warm shoulda just introduced himself coons
2691,0,rt <username> horrible rapper 1 tyga most trash rapper ever she want a yellow nigga corn on the cob i smacked my mom when i heard him & 8230
2692,0,lmao rt <username> if u live wit ya girl and u do dishes u a faggot
2693,2,im telling you man rt <username> roethlisberger got his record expunged and became trash
2694,0,<username> <username> bitch you watch your fucking mouth you dirty whore i swear to god thats a thin line
2695,2,i hope charlie brought the lube for this test
2696,0,rt <username> black girls have never been into me i guess cause i dont call them hoes sell drugs or shoot niggas o well
2697,0,so many hoes whipped you would have thought we were still in slavery
2698,0,liberty and justice for all rt <username> go get me a sandwich nigger or ill kill you
2699,0,you fucking fag & 8220 <username> this is exactly what i am talking about women are pigs <url>
2700,0,<username> will you mention why being called nigger is wrongwitch i agree with & amp bossy is wrongbut being called a pimp is still ok
2701,2,popcorn and candy for dinner i always knew charlie brown was my spirit animal
2702,0,you old bittersalty ass niccas make my flesh crawl off my bones such bitches you are dontarguejustacceptit
2703,1,rt <username> if i wanted my ex back believe me id fucking go get they ass & 128514 but i aint bout to dig through the trash & 128520 & 128686
2704,0,it was nice of you to unfollow me fag
2705,1,rt <username> bitch built like squid ward after he ate all the krabby patties rt <username> <username> dont retire & 128553 i love you h & 8230
2706,0,rt <username> remember the yellow badge nazis used israel is making muslim women carry a yellow badge order to pray in alaqsa h & 8230
2707,0,white bus drivers are all white trash losangeles
2708,2,this dumb berk drives in circles through town on his bright yellow cycle with music blaring incredibly & 8230 <url>
2709,0,one day im like harry styles is so hot the next day is who tf is this faggot
2710,1,i swear i hate when im somewhere and a woman catches my rubberband that clearly says kappa alpha psi and ask me am i a kappa yes bitch lol
2711,2,or she just cant afford winter clothes rt <username> summer hoe = winter muslimah
2712,0,<username> <username> lassen cc the coach wants me i feel it youll get more my nig no doubt
2713,2,saltine crackers for dinner lol sad lyfe
2714,1,rt <username> you ex bitches need to realize <url>
2715,2,rt <username> this is why charlie sheen is an idol <url>
2716,2,<username> youre from a trash can
2717,2,whoever mocks the poor insults his maker he who is glad at calamity will not go unpunished <url>
2718,2,its karaoke night baby hi ho hi ho its off to sing i go with a voice that sounds like sandpaper hi ho hi ho
2719,1,this fat bitch just said next time dont forget my potato chips & 128514 & 128514
2720,2,people with trash cars love to drive fast and reckless
2721,2,rt <username> aurora is more ghetto then the bellos & 128514 & 128557
2722,2,why are people saying dont let guys treat you like a yellow starburst thats my favorite
2723,0,vinitahegwood can get a job at the naacp or as the ag i hear they like diversity and tolerance as long as you aint a cracker tcot
2724,1,sometimes females are just fucking retarded bro i swear i just want to kick yall in the ovaries
2725,2,rt <username> you know youre ugly when an ape was chosen as a man crush and youve never been <url>
2726,2,& 8220 <username> yankees and red sox are scoreless as we play in the 2nd inning & 8221 the bambino is watching
2727,1,lmao these hoes
2728,2,<username> all the helmets in destiny are trash i wish i could just rock an invisible bubble instead hunters look like robocop
2729,2,<username> this cold we have going around our little hick town had about everyone i know locked in their houses for better than a week stay well
2730,1,these hoes worried bout the wrong things in life
2731,1,rt <username> when someone tells me i should stop being a bitch <url>
2732,0,<username> <username> <username> your getting blocked faggot
2733,0,<username> no you ignorant cement headed hillbilly you said taxing cant you fuckin read you fucking knob gobbling douchebag
2734,2,this mint brownies recipe is made with almond flour coconut palm sugar coconut oil and coconut mi <url>
2735,2,<username> i dont understand it theres trash cansdumpsters everywhere and if theres not just wait till you go somewhere with one
2736,1,<username> ruga bussed yo bitch bowbow
2737,2,molly and ellie need the teas so cafeshaw bound i go everyone else is off to amsterdam i couldnt get time off so hey ho 8
2738,1,brag bout your hoes you prolly get 0 to no pussy
2739,0,<username> niggas probably be watching me like look at this uncle tom ass rasta
2740,1,pussy ass hoe niggas i cant fuck wit yall
2741,1,<username> <username> lmfao sorry bitch no one likes you wes
2742,1,<username> am i watching football or pussy soccer wtf
2743,1,rt <username> today seems like as good a day as ever to bang some bitches and go for ice cream
2744,1,rt <username> im just saying at one point in my life deonte took and cuffed my bitch & 128175 & 128175 a year later i fucked his & 128514 & 128514 & 128175
2745,1,<username> shown a tiny kitten you dumb fucking cunt
2746,1,rt <username> & 8220 <username> broke hoes always wanna argue u aint ate all day were u get that energy from & 128514 & 128514 & 8221rt & 128514 & 128553 & 128175
2747,0,<username> <username> <username> soft shit are you handicapped or retarded
2748,0,you a hoe if you crying because yo ass pregnant it was all smiles while you was riding that dick bitch
2749,0,heard that bitch gtta thang for them boss niggas
2750,0,good morning to lightskin dyke bitches with steven segal ponytails
2751,1,rt <username> if ur mine its obvious people are gna hit on u cause ur obviously attractive but if u flirt back its a problem bitch
2752,0,your retarded
2753,0,<username> your so fucking retared its not even funny bitch im going to sleep u
2754,1,<username> <username> i couldnt care less about these bitches
2755,0,just watched the scene in zero dark thirty where they pop osamas bitch ass u s a
2756,2,rt <username> so i took a 1000 pictures with him and he ate all the brownies i made but hes the new homie <username> <url>
2757,2,<username> nigor
2758,0,<username> <username> fuck you stupid ass coward ass punk bitch faggot ass racist piece of shit punk bitch aint worth my time
2759,0,im seeing more & amp more niggers migrating further up liberty rd smh
2760,2,the boy who shot albino deer <url>
2761,2,rt <username> i cant stand to be around ghetto girls & 128134
2762,2,rt <username> thanks carolina fans 4 the flipped birdsfew bottles to the head sticks n stones may break my bones but aluminum zimas will & 8230
2763,0,what a fucking faggot
2764,1,i had to tell a bitch i want the loveeeee
2765,0,<username> ive been knowing fag
2766,2,<username> their tortillas are trash though
2767,1,i hate ratchet country hoes im ashamed
2768,0,& 8220 <username> o u unfollowed me so i cant dm u so ill say it here youre a rude cunt lmao & 8221 you can dm me
2769,0,sonnen is a faggot
2770,0,you know what fuck you too bitch your such a little hoe & gt & lt
2771,1,any pussy i had i can get again
2772,1,hahahahahaha rt <username> 1st i stop swimmin den i fuq ur bitch
2773,0,bitch youre white stfu with your shitty spanish
2774,2,rt <username> don lemon gets called an uncle tom doesnt like it <url> <url>
2775,1,im dat nigga that these hoes just cant stand & 127926 bg
2776,2,rt <username> martin short on conan oct 3 2014 with your yellow skin and red hair you look like a 2 pencil <url>
2777,1,rt <username> how you pressed over some pussy you never had & 128064 & 128514 & 128514 & 128514
2778,1,rt <username> nigg complaining about a journal and bitches half naked
2779,0,somethingigetalot are you asian black hawaiian gay retarded drunk
2780,2,<username> <username> & amp als je over syrie tweet volg <username> maar zij komt er vandaan & amp zal je precies uitleggen hoe of wat
2781,2,rt <username> rise of the planet of the apes <url>
2782,0,<username> because youre a fag
2783,2,rt <username> video renegade cut snowpiercer & 8212 an analysis of bong joonho & 8217s scifi action film topics include <url>
2784,0,johnny rebel quit your bitchin nigger <url>
2785,1,worst thing a bitch can do & 8220 <username> bitches main reason for being in another nigga face is to get they nigga jealous & 128078 wack & 8221
2786,1,i need one of these around the world twitter bitches cause these local facebook hoes aint cuttin it lol
2787,1,part chink
2788,1,rt <username> the best way to avoid a tsunami of extramarital pussy is to wear sneakers on your daily commute also using the word sneake & 8230
2789,1,my bestfriend is the biggest bitch i know thats why we are best friends lol
2790,1,ugly bitches post the most retarded shit on social media
2791,1,& 8220 <username> <username> upload our pictures & 8221 wat pictures bitch
2792,2,youre just trash like sorry
2793,0,<username> dont stop now half breed im just starting to learn about what makes you a dumb ass
2794,2,<username> birds of a feather flock together <username>
2795,0,rt <username> man most of you coons couldnt jus up in quit yo job if you found out ya boss racist so shut tha fucc up niggas love & 8230
2796,2,i just saw a man have a actual conversation with his bird haha
2797,0,hitler didnt finish it can u if a nigger ur jew confronts u in the street what then
2798,1,ugly bitches stay subbing
2799,0,<username> <username> she spelled faggots with an e youre so cool lol
2800,0,<username> thats what happens when you date a colored
2801,1,rt <username> nah go talk to ur bitch since she yo crush n shit <url>
2802,0,rt <username> dont watch me you beta watch your bitch nigga
2803,2,please stop scoring otherwise you wont have any runs for tomorrow against romero yankees bluejays mlb
2804,1,<username> lol @ you being a cunt
2805,2,<username> he promised to stand with the muzzies so
2806,1,& 8220 <username> is hoe by association a real thing & 8221 yes
2807,2,rt <username> soup is so much better when you have enough crackers to crumble in it to make it into a casserole
2808,1,rt <username> all the kickers in college football trash like yall cant even make 20 yard field goalsu got one fucking job
2809,2,rt <username> i accidentally ate a few fireflies last night while chewing some leaves i found the shameful yellow glow of my mouth wa & 8230
2810,2,come home from work to bridesmaids twinkies and a bottle of wine bestroommateever <username>
2811,1,your girl pussy like a walk in clinic the cure for every sick nigga
2812,1,rt <username> u a faggot if u heat up leftover pizza
2813,2,rt <username> dance monkey dance
2814,2,rt <username> oreo cheesecake <url>
2815,1,<username> wanted me to let everyone know he downloaded the whole acoustic justin bieber album fag
2816,1,<username> <username> no i like pussy why would i be ashamed of that
2817,1,<username> i got hoes in different area codes
2818,1,<username> your pussy not mine & 128514 do you & 128526
2819,2,<username> dare be only one bag dat folks be suckin on what i comes to yo partayyyy all da ofay be wantin to ride in my eldorato
2820,1,& 8220 <username> the kimberley story is by far the scariest story ive ever heard & 128513 & 8221 pussy
2821,0,<username> hoe dont tweet me
2822,2,rt <username> before i betray them i slit my wrist <url>
2823,0,white trash okies dont count as real white people to count as a white person you have to count a person okies arent people
2824,1,these bitches irri irri irriirri irri
2825,2,conoc & 237 tus ojos negros y ahora si que no puedo vivir sin ellos
2826,0,<username> yeawhat did it do for maidana it made him a greedy faggot loser atleast broner is black
2827,2,the bird with the aim of dreams <url>
2828,0,i never had any friends the entire time i lived in virginia no one was cool to me i hope those white trash southerners all die
2829,1,<username> she might be the one dont be a bitch
2830,0,rt <username> <username> shut your nigger ass lamar
2831,2,rt <username> night time falls im corie latin now a man of intrigue i place a bird feather into my glass of scotch and i never do posts ab & 8230
2832,0,if you say any of the following words the convo is over nigger nigga swag yolo fag retard
2833,1,wayne went ape shit on tht krazy
2834,2,<username> you look like a monkey
2835,1,you better pray to god i dont like yo bitch cause we might catch eyes and she might get hit
2836,1,<username> god wrote em now think again coon
2837,1,<username> use coconut oil faggot
2838,2,proud to be a redneck patriot <username> <username> <username> <username> <username> <username>
2839,0,<username> nah she said you a fag
2840,2,<username> some weird local ghetto school haha
2841,0,<username> big fucking dealcry baby niggers
2842,0,late night phone convos with my hoomie that nigga a gook
2843,0,<username> im jus tryna vaca away from the niggers bro
2844,0,<username> <username> <username> queer gaywad
2845,1,<username> he actually good lol dont hoe him but i mean thats some road to glory shit & gtgo to northern illinois undefeated & amp heisman
2846,2,rt <username> my anaconda dont want none unless you defeat the huns son <url>
2847,0,<username> so ur faggot teammate <username> hits someone late like that and u say hes yapping and yelling u guys def 69 in the room
2848,1,<username> thought to myself sheebasheeba got my ass lookin like a zebra
2849,1,im hungry i wont give a bitch a time or day im trying take care business & 128129
2850,0,<username> hahahaha youza fuck wigger
2851,1,nicca n dis bitch playin games on his phone
2852,0,<username> that was so gay and i was tanning bitch juvie made me white
2853,1,tv makes these hoes seem more attractive yawns
2854,1,& 8220 <username> might go to plaq hc & 8221bitch who you gone go with
2855,2,jihadis claim to have shot an iraq army mi35 attack helicopter in beji & amp identify its pilot by name rank
2856,1,<username> <username> atf is in charge of prosecuting cases and the teabagger republicans wont confirm a director to lead the agency
2857,1,model bitches in the gym working on they fitness but it dont mean nothing cuz they still gon buy some titties
2858,1,if you jump someone youre a bitch regardless the situation
2859,2,nowplaying the doors the wasp texas radio and the big beat on 1069thearrow <url>
2860,0,only word i can understand on blackjesus is nigger heavily disappointed in this show aaronmacgruder stuff blows imo
2861,2,<username> hope shes larger than a bird
2862,2,trash af
2863,2,rt <username> me and <username> are in our yellow submarine rn & 127754
2864,1,<username> you dont want to battle you shook cause aint no such things as half way crooks bitch
2865,2,nowplaying ian hunter once bitten twice shy on 1069thearrow <url>
2866,0,<username> says the old man i hope you can survive another 10 years you silly jigga boo monkey
2867,2,i used to get grs a lot tho maybe thats why my soles cracked so much <url>
2868,0,& 8220 <username> when you live this gay you cant be afraid of two black dicks in your butt you fucking queer
2869,2,i love jigg jigg & 128514
2870,1,yo bitch whippin in the early morning
2871,1,<username> lmao you wish bitch
2872,0,if this ugly ass niggah can be with her i can too tf she with chuu baka for anyways this niggah look like a <url>
2873,2,charlie daniels goes off on & 8216satanic evil & 8217 <url>
2874,2,<username> tweety bird tho & 128514 & 128514 & 128514 & 128514 <url>
2875,2,pacernation 44 on the road perfect way to continue after iubb have finished nba pacers indiana hoosiers
2876,0,<username> nigger
2877,0,<username> we hate the yankees though right i feel like im really good at hating them
2878,2,<username> if you decide to do damara you should make her a gladiola we have gorgeous rustcolored ones coming up over here
2879,1,rt <username> this is j cole you fucking queer
2880,0,stupid teabagger restaurant making customers pay minimum wage fee <url>
2881,0,man <username> ducked me like a true hick would have split that white trash faggot lid
2882,0,dont mind black peoplehate niggers
2883,1,shouts out to all my goth bitches
2884,0,rt <username> <username> <username> so tony i think yr a rude little cunt and too too young to even know what real rock and rol & 8230
2885,1,this bitch rihanna is on some dust or something
2886,0,<username> fag
2887,1,rt <username> working out with the hoes <username> <username>
2888,1,dee gordon getting to he can fuck my bitch status with all these sbs
2889,0,when it rains its good go to the mall weather all the coons be at home
2890,0,scandal a negro bed wenchs fairytale and propaganda <url> via <username> a must see for hebrew daughters of zion
2891,1,its october babe you dont have to be a hoe anymore
2892,2,king ti vs tip and that troubleman albums all trash
2893,2,cookies and crackers arent even on the same level
2894,2,jihadi streams british isis fighter identified as abu abdurahman al britani killed in action <url>
2895,1,i wont do nothin with the bitch she cant even get me hard
2896,0,i cant fuck any ol bitch niggas be desert dicks out here & 128557
2897,2,rt <username> if i had a dollar for every time i died on flappy bird <url>
2898,2,rt <username> the best way to make a hillbilly do something is to tell him he cant do it
2899,0,<username> i live in the eye of a white trash hurricane milwaukie or where people use bikes bc of duis not to save the environment
2900,1,<username> yeah bitch did it taste good fucker t
2901,2,rt <username> & 8220 <username> i only rted alex ramos aka trash to gain followers & 8221 vote 5sos
2902,1,baby i like being on your left side no bitch you cant be there cuz the street on that side and twitter said i aint real if you do
2903,1,<username> youre a bitch ihy
2904,2,rt <username> i dont always get drunk and pass out but when i do when did they start making colored duct tape
2905,2,i got a uncle through marriage dude got hips like big momma i swear all the lil kids mock his walk and he dont even know it
2906,0,some lying ass hoes lol
2907,2,white kids black kids yellow kids hell even purple kids if you carry yourselves like daniel geale you will go far gealemundine 2
2908,1,<username> mannn mexicans in houston love their high school freshman hoes
2909,0,lakers are trash right now
2910,2,rt <username> when i make a paper ball in the trash can <url>
2911,1,rt <username> i love dez but right now hes trash right now weeden theres others that are open
2912,0,dumb bitch <url>
2913,1,rt <username> espn has jason whitlock on pti ass kissing for mister charlie to justify the bullshit the eagles did to d jackson
2914,1,lmao if i catch u in tha field im blowin & 128299 & 128168 & 128299 & 128168 & 128299 & 128168 & 8220 <username> <username> shut yo bitch ass up opp lol & 8221
2915,0,<username> <username> <username> <username> omg no plz stop calling me an idiot are we in kindergarden you fucking faggot
2916,1,<username> <username> <username> <username> elissa is such a fake cunt
